Date|Time|Description|row_id|key_entities_ticker|key_entities_company|key_entities_person|key_entities_sector|key_entities_country|key_entities_event|key_entities_economic|key_entities_policy|key_entities_central_bank|key_entities_commodity|key_entities_crypto|key_entities_index|key_entities_geopolitical|key_entities_source|key_entities_rating|key_entities_metric|new_summary|sentiment_score|reasoning|api_error
2026-03-05|11:35:19|BRENT CRUDE FUTURES RISE 5% ON MIDDLE EAST CONFLICT|1458|||||Middle East|conflict||||Brent Crude Futures|||Middle East Conflict|||5% rise|Brent Crude Futures have increased by 5% due to ongoing conflicts in the Middle East.|4.0|The rise in Brent Crude Futures suggests a bullish sentiment driven by geopolitical tensions, which typically increases oil prices.|
2026-03-05|11:35:20|US HEATING OIL FUTURES JUMP 10% ON MIDDLE EAST CONFLICT|1459||||oil|US|Middle East conflict|heating oil futures|||heating oil|||Middle East conflict|||10% increase|US heating oil futures have surged by 10% due to ongoing conflict in the Middle East, reflecting heightened geopolitical tensions affecting oil prices.|4.0|The significant increase in futures indicates strong market reactions to geopolitical events, suggesting a bullish outlook on heating oil amid the conflict.|
2026-03-05|11:43:20|TRUMP NOMINATES U.S. SENATOR MARKWAYNE MULLIN TO REPLACE KRISTI  NOEM AS U.S. SECRETARY OF HOMELAND SECURITY|1460|||TRUMP,MARKWAYNE MULLIN,KRISTI NOEM||U.S.|NOMINATES,REPLACE|||||||||||President Trump has nominated Senator Markwayne Mullin to succeed Kristi Noem as the U.S. Secretary of Homeland Security, signaling a potential shift in leadership within the department.|3.0|The announcement is politically neutral, reflecting a standard process of nomination without strong positive or negative implications for the market.|
2026-03-05|14:41:20|TRUMP ON IRAN: FURTHER ACTION TO REDUCE PRESSURE ON OIL IS IMMINENT|1461|||TRUMP|Energy|Iran|further action|oil pressure|||oil|||||||Trump indicates that additional measures are likely to be taken to alleviate pressure on oil markets in relation to Iran.|4.0|The statement suggests proactive measures which could stabilize or boost oil prices, indicating a bullish sentiment toward the oil market.|
2026-03-05|14:41:21|Trump: Calling on Iranian military to lay down their arms|1462|||Trump|military|Iran|calling on military to lay down arms|||||||||||Trump is urging the Iranian military to disarm, which could impact geopolitical tensions in the region.|2.5|The statement is neutral regarding market impact; it highlights a geopolitical call without suggesting a specific economic effect.|
2026-03-05|14:42:19|TRUMP: WE URGE IRANIAN DIPLOMATS AROUND WORLD TO REQUEST ASYLUM|1463|||TRUMP||Iran|request asylum|||||||Iranian diplomats||||Trump urges Iranian diplomats worldwide to seek asylum, highlighting a significant political stance amidst ongoing tensions.|3.0|The tweet reflects a neutral sentiment as it states a political directive without expressing strong bullish or bearish sentiments towards the market or any particular asset.|
2026-03-05|14:45:19|TRUMP: WE WANT TO FINISH IRAN FIRST  BUT CUBA IS A QUESTION OF TIME|1464|||TRUMP||Iran,Cuba||||||||Iran,Cuba||||Trump indicates a focus on addressing issues with Iran before turning attention to Cuba, suggesting a strategic order to U.S. foreign policy.|2.5|The statement reflects a neutral stance on geopolitical matters, indicating prioritization without strong positive or negative implications for the market.|
2026-03-05|14:46:19|Trump: Cuba wants to make a deal so badly|1465|||Trump||Cuba|deal|||||||||||Trump stated that Cuba is eager to make a deal, indicating potential diplomatic or economic developments.|3.0|The tweet reflects a neutral stance as it communicates a desire from Cuba without any indicators of underlying positive or negative sentiment towards the situation.|
2026-03-06|07:28:23|*TRUMP SAYS CUBA WILL FALL 'PRETTY SOON': CNN|1466|||Trump||Cuba|||||||||CNN|||Trump predicts that Cuba will collapse in the near future, according to CNN.|1.0|The statement suggests a negative outlook on Cuba's political stability, indicating bearish sentiment regarding the country's future.|
2026-03-06|07:28:24|*TRUMP SAYS HE RATES WAR AT 12 OR 15 OUT OF 10: CNN|1467|||TRUMP|||WAR||||||||CNN||12,15|Trump has expressed an extremely high rating for the current war, indicating a deeply concerning perspective on the conflict according to CNN.|1.0|The tweet conveys a bearish sentiment regarding the state of war, with Trump's high rating implying significant concern. This could lead to negative market implications due to geopolitical instability.|
2026-03-06|07:29:24|*TRUMP SEES GASOLINE PRICES GOING DOWN 'VERY QUICKLY': CNN|1468|||TRUMP|Energy|United States|price decrease|gasoline prices|||gasoline||||CNN|||Trump anticipates a rapid decline in gasoline prices, as reported by CNN.|4.0|The statement suggests a positive outlook on gasoline prices, indicating a bullish sentiment. A decrease in prices may benefit consumers and the economy.|
2026-03-06|07:31:24|TRUMP SEES OUTCOME FOR IRAN SIMILAR TO VENEZUELA: CNN|1469|||TRUMP||IRAN,VENEZUELA|||||||||CNN|||Trump suggests that the situation in Iran could evolve similarly to that of Venezuela, according to CNN.|2.0|The sentiment is slightly bearish as the comparison implies potential instability or negative outcomes for Iran, reflecting concern broadly associated with Venezuela's circumstances.|
2026-03-06|07:33:23|**TRUMP: CUBA “GOING TO FALL PRETTY SOON”**  President Donald Trump told CNN on Friday that Cuba “is going to fall pretty soon” and said his administration is considering a deal with the country.  In a phone interview with CNN’s Dana Bash  Trump said Cuba “wants to make a deal badly” and suggested Marco Rubio could handle negotiations.  Trump added that while the U.S. is currently focused on the war with Iran  Cuba could be next on the administration’s agenda.  Speaking earlier at the White House  he said it’s only a “question of time” before Cuban Americans can return to their homeland and indicated Rubio is waiting to address Cuba once the Iran conflict is resolved.|1470|||Donald Trump,Marco Rubio,Dana Bash||Cuba,United States|||deal with Cuba|||||Iran conflict|CNN|||President Donald Trump indicated that Cuba is likely to experience significant changes soon, suggesting potential discussions for a deal between the U.S. and Cuba. He highlighted Marco Rubio's role in these negotiations once the situation with Iran stabilizes.|3.5|The tweet expresses a moderately positive outlook on U.S.-Cuba relations, suggesting upcoming opportunities for negotiation and change. However, it carries an underlying uncertainty tied to the Iran conflict, balancing the overall sentiment.|
2026-03-06|07:33:24|WHITE HOUSE ECONOMIC ADVISER HASSETT ON U.S. JOBS: ON NET IT'S ALMOST A WASH|1471|||Hassett||U.S.|jobs report|net jobs|||||||White House|||White House Economic Adviser Hassett indicates that the latest U.S. jobs report is nearly balanced, suggesting minimal net change in employment.|3.0|The statement reflects a neutral sentiment toward the job market, indicating stability but not significant growth or decline.|
2026-03-06|07:34:24|$TSLA - TESLA SENDS CANADIAN MODEL 3 INVENTORY TO THE US AS IT EXPECTS CHINESE EVS BACK - ELECTREK|1472|$TSLA|Tesla||Automotive,Electric Vehicles|Canada,United States,China|||||||||Electrek|||Tesla is moving its Canadian Model 3 inventory to the US in anticipation of competition from Chinese electric vehicles, according to Electrek.|4.0|The action of reallocating inventory suggests a positive strategy in anticipation of market conditions, indicating bullish sentiment regarding Tesla's outlook.|
2026-03-06|07:36:24|IDF: TAKEN OUT 80% OF IRANIAN AIR DEFENSE SYSTEMS|1473|||||Iran|IDF action|||||||military action,defense systems||||The IDF reports that it has successfully neutralized 80% of Iranian air defense systems, signaling a significant military action in the region.|1.0|The announcement reflects a military offensive, which typically leads to increased tensions and uncertainty, thus conveying a bearish sentiment regarding geopolitical stability.|
2026-03-06|07:37:24|WHITE HOUSE ECONOMIC ADVISER ON IRAN  OIL: EFFORT IN IRAN IS WAY AHEAD OF SCHEDULE|1474|||WHITE HOUSE ECONOMIC ADVISER|oil|Iran|||||oil|||||||The White House Economic Adviser stated that efforts in Iran's oil sector are progressing much faster than anticipated.|4.0|The positive assessment of the timeline for Iran's oil efforts indicates strong development, which generally suggests a bullish outlook on the sector.|
2026-03-06|07:39:25|CBOE VOLATILITY INDEX TOUCHES OVER FOUR-MONTH HIGH  LAST UP 4.82 POINTS AT 28.57|1475||||||CBOE VOLATILITY INDEX||||||||||VOLATILITY INDEX|The CBOE Volatility Index has reached its highest point in over four months, rising by 4.82 points to a level of 28.57.|1.0|The increase in the volatility index often indicates heightened market uncertainty and fear, which is generally viewed negatively by investors.|
2026-03-06|07:40:24|WHITE HOUSE ECONOMIC ADVISER HASSETT ON REDEMPTIONS: SEEING NOTHING LIKE 2008|1476|||Hassett|economics|United States|redemptions||||||||White House|||White House Economic Adviser Hassett comments on the current state of redemptions, indicating that it is not comparable to the crisis of 2008.|4.0|The statement suggests a level of confidence in the economic situation, as it highlights a significant difference from a previous economic crisis, indicating a bullish outlook.|
2026-03-06|07:40:25|HASSETT: MARKETS WILL MOVE FORWARD QUICKLY WHEN IRAN RESOLVED|1477|||HASSETT||Iran||||||||||||HASSETT suggests that market movement will accelerate once the situation in Iran is resolved.|4.0|The statement indicates a positive outlook on market recovery, implying bullish sentiment associated with the resolution of geopolitical issues.|
2026-03-06|07:42:24|*UK TWO-YEAR BOND YIELD CLIMBS 20BPS AS ENERGY PRICES SOAR|1478||||bond,energy|UK|yield climb,energy price increase||||||||||20bps|The UK two-year bond yield has increased by 20 basis points, reflecting rising energy prices.|2.0|The rise in bond yields suggests concern over economic conditions, which is slightly bearish, particularly due to the impact of soaring energy prices.|
2026-03-06|07:57:23|IRAN'S REVOLUTIONARY GUARDS TARGET U.S. FORCES IN UAE'S AL DHAFRA AIR BASE AND ALI AL SALEM BASE IN KUWAIT - IRANIAN STATE MEDIA|1479||||military|Iran,United States,UAE,Kuwait|targeting military forces|||||||military tensions|Iranian state media|||Iran's Revolutionary Guards have conducted operations targeting U.S. forces stationed at military bases in the UAE and Kuwait, as reported by Iranian state media. This development highlights rising military tensions in the region.|1.0|The news indicates aggressive actions against U.S. forces, signaling heightened conflict and potential instability, which is perceived negatively.|
2026-03-06|08:09:23|IRAN'S MILITARY WARN IRAQ'S KURDISTAN REGIONAL GOVERNMENT THAT IT WILL TAKE STRONG ACTION AGAINST ANY MOVE TO DEPLOY HOSTILE FORCES ALONG IRANIAN BORDER - STATE TV|1480|||||Iran,Iraq|military warning|||||||Kurdistan,border tensions|state TV|||Iran has issued a military warning to Iraq's Kurdistan Regional Government, threatening strong action against any deployment of hostile forces along its border, as reported by state TV.|1.0|The warning reflects heightened tensions in the region, which could lead to conflict, indicating a bearish sentiment regarding stability in the area.|
2026-03-06|08:10:25|TRUMP: WE ARE MOVING THOUSANDS OF PEOPLE OUT OF VARIOUS COUNTRIES THROUGHOUT MIDDLE EAST  TRUMP: IT IS BEING DONE QUIETLY  BUT SEAMLESSLY|1481|||TRUMP||MIDDLE EAST||||||||||||Trump announced the quiet and seamless relocation of thousands of people from various countries in the Middle East.|3.0|The tweet conveys a neutral tone regarding logistical operations, suggesting a sense of stability in a potentially volatile situation. The lack of urgency or alarm also lends a neutral sentiment.|
2026-03-06|08:36:24|FIRE AT UAE'S FUJAIRAH OIL INDUSTRY ZONE BROUGHT UNDER CONTROL - STATE NEWS AGENCY|1482||||oil,industry|UAE|fire||||oil||||state news agency|||A fire that occurred at the oil industry zone in Fujairah, UAE, has been brought under control, according to the state news agency.|3.0|The event is neutral as there are no indications of significant economic impact or disruption given that the fire has been controlled. However, the mention of a fire in the oil industry could raise concerns among investors.|
2026-03-06|08:39:24|*IRAN DELAYS NAMING NEW LEADER OUT OF SECURITY CONCERNS: NYT|1483|||||Iran|Delays in leadership announcement||||||||NYT|||Iran has postponed naming a new leader due to security concerns, as reported by the New York Times.|2.0|The delay in leadership may create uncertainty and instability in the region, leading to a slightly bearish outlook. However, no aggressive negative implications are directly indicated.|
2026-03-06|09:05:24|QATARENERGY IS OFFERING 10 LNG TANKERS FOR LEASE - INDUSTRY SOURCES|1484||QatarEnergy||Energy,LNG|Qatar|LNG tanker lease offer||||LNG||||industry sources|||QatarEnergy is reportedly offering 10 LNG tankers for lease according to industry sources, signaling an expansion in their energy logistics capacity.|4.0|The news suggests positive growth and opportunities in the LNG sector, indicating a bullish outlook for QatarEnergy's operations.|
2026-03-06|12:55:26|🚨 IRAN HAS NOT CLOSED THE STRAIT OF HORMUZ BUT SHIPS LINKED TO ISRAEL OR US CANNOT PASS - SENIOR MILITARY SPOKESMAN TELLS IRANIAN STATE TV|1485|||senior military spokesman|military|Iran,Israel,United States|closure of the Strait of Hormuz|||||||Strait of Hormuz|Iranian state TV|||A senior military spokesman reported to Iranian state TV that Iran has not closed the Strait of Hormuz, but vessels connected to Israel or the U.S. are currently prohibited from passing through.|2.0|The tweet indicates a tense geopolitical situation involving Iran, Israel, and the U.S. While the Strait remains open, the specific restrictions on certain ships suggest heightened tensions and a bearish outlook on regional stability.|
2026-03-06|13:05:26|U.S. COURT OF INTERNATIONAL TRADE SUSPENDS MARCH 5 ORDER DIRECTING CUSTOMS ON TARIFF REFUNDS 'TO THE EXTENT THAT IT DIRECTS IMMEDIATE COMPLIANCE'|1486|||||U.S.|court order,tariff refunds||tariff policy|||||||||The U.S. Court of International Trade has suspended a prior order concerning customs tariff refunds, specifically regarding immediate compliance. This decision impacts the ongoing tariff regulations.|3.0|The suspension of the order is a neutral event as it halts immediate actions without indicating a clear direction for future tariff policies.|
2026-03-06|14:17:26|IRAN UN ENVOY: TRUMP STATEMENT ON CHOOSING NEW SUPREME LEADER IN IRAN CONSTITUTES VIOLATION OF PRINCIPLE OF NON INTERFERENCE IN INTERNAL AFFAIRS OF STATES|1487|||Trump||Iran|statement|||||||non interference in internal affairs||||The Iranian UN envoy has criticized a statement made by Trump regarding the selection of a new Supreme Leader in Iran, claiming it undermines the principle of non-interference in the affairs of sovereign states.|1.0|The sentiment is bearish as the envoy's criticism indicates tensions between the U.S. and Iran, emphasizing issues related to sovereignty and external interference.|
2026-03-06|14:18:26|U.S. MILITARY DAMAGES OR DESTROYS 43 IRANIAN WARSHIPS SO FAR  U.S. CENTRAL COMMAND SAYS|1488||||Military|U.S.,Iran|Military Operation|||||||Military Conflict|U.S. Central Command|||U.S. Central Command reports that the U.S. military has damaged or destroyed 43 Iranian warships amid ongoing military operations.|1.0|The news of military actions typically evokes concerns about geopolitical stability, which can negatively impact investor sentiment regarding related markets.|
2026-03-06|14:43:26|BESSENT: WE MAY UNSANCTION OTHER RUSSIAN OIL -FOX BUSINESS|1489|||Bessent|Oil|Russia|Unsanctioning||||Oil||||Fox Business|||Bessent announced the possibility of unsanctioning additional Russian oil supplies, as reported by Fox Business.|3.0|The statement reflects a neutral position regarding oil supply dynamics, with potential implications for market trends without indicating a clear bullish or bearish sentiment.|
2026-03-06|14:46:25|BESSENT  ON SAFE PASSAGE OF SHIPS IN STRAIT OF HORMUZ  SAYS U.S. IS ON TRACK TO GET THIS SOLVED  -FOX BUSINESS|1490||Bessent,Fox Business|||U.S.|safe passage of ships,Strait of Hormuz|||||||||||Bessent highlighted the positive progress towards ensuring safe passage for ships in the Strait of Hormuz, affirming that the U.S. is on track to resolve the situation, according to Fox Business.|4.0|The statement reflects a bullish outlook on U.S. efforts to secure maritime safety, suggesting a positive development in geopolitical tensions.|
2026-03-06|16:41:31|KALSHI  POLYMARKET EACH EYEING ROUGHLY $20B VALUATIONS: WSJ|1491||KALSHI,POLYMARKET||||||||||||WSJ|||KALSHI and POLYMARKET are both targeting approximately $20 billion valuations, according to a report by WSJ.|4.0|The mention of significant valuations indicates positive market outlook and growth potential for KALSHI and POLYMARKET.|
2026-03-07|04:48:42|TRUMP: IRAN  WHICH IS BEING BEAT TO HELL  HAS APOLOGIZED AND SURRENDERED TO ITS MIDDLE EAST NEIGHBORS  AND PROMISED THAT IT WILL NOT SHOOT AT THEM ANYMORE|1492|||TRUMP||IRAN|apology,surrender|||||||MIDDLE EAST||||Trump commented on Iran's apology and surrender to its Middle East neighbors, indicating a shift in regional dynamics.|3.0|The statement reflects a neutral adjustment in geopolitical tensions without a clear positive or negative connotation.|
2026-03-07|04:48:43|TRUMP SAYS UNDER SERIOUS CONSIDERATION FOR COMPLETE DESTRUCTION AND CERTAIN DEATH  BECAUSE OF IRAN'S BAD BEHAVIOR  ARE AREAS AND GROUPS OF PEOPLE THAT WERE NOT CONSIDERED FOR TARGETING UP UNTIL THIS MOMENT IN TIME|1493|||Trump||Iran||||||||complete destruction,certain death||||Trump has indicated that there may be serious military considerations against Iran due to its actions, suggesting that previously unconsidered targets may now be in play.|1.0|The statement reflects a threatening stance which suggests potential escalated conflict, indicating a bearish sentiment regarding geopolitical stability.|
2026-03-07|04:49:44|TRUMP SAYS TODAY IRAN WILL BE HIT VERY HARD|1494|||TRUMP||Iran|Iran will be hit very hard|||||||||||Trump announced that Iran will face significant consequences today, indicating potential geopolitical tensions.|1.0|The statement suggests a strong stance against Iran, which can lead to increased volatility and uncertainty in the markets, resulting in a bearish sentiment.|
2026-03-07|04:49:45|INDIA GOVT SOURCE: INDIA WILL CONSIDER BUYING RUSSIAN LNG IF OFFERED|1495||||energy|India,Russia|||trade||LNG||||INDIA GOVT SOURCE|||The Indian government is open to purchasing Russian LNG if an offer is made, reflecting potential shifts in trade policy amidst ongoing geopolitical dynamics.|4.0|The tweet suggests a proactive approach by India to consider new energy sources, indicating a bullish stance on trade opportunities with Russia.|
2026-03-07|05:44:43|KUWAIT NATIONAL GUARD: INTERCEPTED A DRONE|1496||||Defense|Kuwait|drone interception|||||||||||The Kuwait National Guard has reported an incident involving the interception of a drone, highlighting security measures in the region.|3.0|The tweet reports a factual event without expressing clear optimism or pessimism. The neutral sentiment score reflects the nature of a security event rather than market-impacting news.|
2026-03-07|05:52:42|DEPUTY HEAD OF PEZESHKIAN'S OFFICE  CLARIFYING THE IRANIAN PRESIDENT'S REMARKS: IRAN WILL GIVE A FIRM RESPONSE TO ANY AGGRESSION FROM US BASES IN THE REGION|1497|||PEZESHKIAN||Iran,US|aggression,response|||||||regional aggression||||The Iranian Deputy Head of Pezeshkian's Office emphasized that Iran will firmly respond to any aggression from US bases in the region, heightening geopolitical tensions.|1.0|The statement indicates hostility and a potential escalation of conflict, which is bearish for markets sensitive to geopolitical risk.|
2026-03-07|05:52:43|DEPUTY HEAD OF PEZESHKIAN'S OFFICE: IRAN WILL NEVER SUBMIT TO COERCION AND ITS ARMED FORCES WILL GIVE A FIRM RESPONSE TO ATTACKS FROM U.S. BASES IN THE REGION|1498|||PEZESHKIAN||Iran,U.S.|coercion,armed response,attacks|||||||regional conflict,U.S.-Iran tensions||||The Deputy Head of Pezeshkian's office stated that Iran will not yield to coercion and will respond firmly to any attacks from U.S. bases in the region, highlighting ongoing geopolitical tensions.|1.0|The statement reflects a strong stance against perceived threats, which signals potential conflict. This bearish sentiment is driven by escalating U.S.-Iran tensions, particularly affecting regional stability.|
2026-03-07|05:53:42|*IDF: IDENTIFIED MISSILES LAUNCHED FROM IRAN TOWARD ISRAEL|1499|||||Iran,Israel|missiles launched|||||||Iran-Israel conflict||||Missiles have been launched from Iran toward Israel, escalating tensions in the region.|1.0|The tweet indicates a significant military action that could lead to increased volatility and instability, which is typically interpreted as a bearish signal for markets.|
2026-03-07|05:57:42|DEPUTY HEAD OF PEZESHKIAN'S OFFICE: IF THE COUNTRIES IN REGION DO NOT COOPERATE WITH U.S.  WE WILL NOT ATTACK THEM|1500|||DEPUTY HEAD OF PEZESHKIAN'S OFFICE||U.S.|not attack|||||||||||The Deputy Head of Pezeshkian's office has stated that if regional countries do not cooperate with the U.S., they will refrain from any military action against them.|3.0|The statement reflects a neutral stance on military action, indicating neither aggressive nor conciliatory intentions, which is typically viewed as a neutral sentiment.|
2026-03-07|06:04:42|TURKEY IS CONSIDERING DEPLOYMENT OF F-16 AIRCRAFT TO CYPRUS  TURKISH DEFENCE MINISTRY SOURCE SAYS|1501|||||Turkey,Cyprus|deployment|||||||Turkey-Cyprus Relations|Turkish Defence Ministry|||Turkey is contemplating the deployment of F-16 aircraft to Cyprus, according to a source from the Turkish Defence Ministry.|1.0|The tweet indicates a potential military action, which typically reflects heightened geopolitical tensions. This could lead to negative sentiment regarding stability in the region.|
2026-03-07|06:20:42|IRANIAN REVOLUTIONARY GUARDS SAYS THEY HIT A MARSHALL ISLANDS-FLAGGED TANKER  IN STRAIT OF HORMUZ- IRANIAN STATE MEDIA|1502||||maritime|Iran,Marshall Islands|tanker attack,military action|||||||Strait of Hormuz,Middle East tensions|Iranian state media|||The Iranian Revolutionary Guards announced an attack on a Marshall Islands-flagged tanker in the Strait of Hormuz, according to Iranian state media, highlighting increasing tensions in the region.|1.0|The news indicates a military conflict, which is generally perceived as negative for market stability and maritime security, thus signaling bearish sentiment.|
2026-03-07|06:45:44|IRANIAN PARLIAMENT'S NATIONAL SECURITY COMMITTEE IN A STATEMENT: THE WAR AGAINST OUR ENEMIES WILL CONTINUE UNTIL THE LEADER'S KILLING IS AVENGED - STATE MEDIA|1503|||||Iran|war,statement|||||||conflict|state media|||The Iranian Parliament's National Security Committee has announced that the war against perceived enemies will persist until the assassination of their leader is avenged, according to state media.|1.0|The statement reflects a strong and potentially aggressive stance, indicating ongoing conflict, which tends to be viewed negatively in terms of market stability.|
2026-03-07|06:46:43|IRAN SEEKS FRIENDLY RELATIONS WITH REGIONAL STATES  BUT THIS DOES NOT NEGATE IRAN'S RIGHT TO DEFEND ITSELF FROM U.S.  ISRAELI 'AGGRESSION' -IRAN'S PESZESHKIAN ON X|1504|||Pezeshkian||Iran,U.S.,Israel||||||||regional relations,aggression|X|||Iran is actively seeking friendly relations with its regional neighbors while asserting its right to defend against perceived aggression from the U.S. and Israel, according to Pezeshkian.|2.5|The statement reflects a complex geopolitical stance, indicating both a desire for diplomatic engagement and a readiness to confront perceived threats, leading to a neutral sentiment.|
2026-03-07|06:53:44|WE HAVE NOT ATTACKED FRIENDLY NEIGHBORING COUNTRIES  BUT RATHER TARGETED U.S. MILITARY BASES  INSTALLATIONS  AND FACILITIES IN THE REGION - IRAN'S PEZESHKIAN ON X|1505|||Pezeshkian|Military|Iran,United States|Military Attack|||||||Military Tension|Twitter|||Iran's Pezeshkian claims that their military actions have focused on U.S. military bases rather than neighboring countries.|1.5|The statement reflects a defensive posture amid escalating military tensions, classifying it as slightly bearish due to the potential for conflict.|
2026-03-07|07:05:43|SENIOR IRANIAN REVOLUTIONARY GUARD OFFICIAL NAQDI TO STATE TV: AN OPPORTUNITY HAS ARISEN TO ELIMINATE ISRAEL|1506|||Naqdi||Iran,Israel|elimination of Israel|||||||Iran-Israel relations|State TV|||A senior Iranian Revolutionary Guard official, Naqdi, stated on state television that an opportunity has emerged to eliminate Israel, highlighting escalating tensions in the region.|1.0|The statement suggests a direct and aggressive stance toward Israel, reflecting bearish sentiment regarding geopolitical stability in the region.|
2026-03-07|07:38:42|TRUMP: ANNOUNCING NEW MILITARY COALITION TO ERADICATE CARTELS|1507|||TRUMP|military||NEW MILITARY COALITION|||||||CARTELS||||Trump announces a new military coalition aimed at eradicating cartels, which could impact geopolitical stability.|4.0|The announcement of a military coalition suggests proactive measures against crime, indicating a positive outlook on security. This initiative may improve investor sentiment regarding geopolitical stability.|
2026-03-07|07:39:43|TRUMP: KNOCKED OUT 42 IRANIAN NAVY SHIPS IN 3 DAYS|1508|||TRUMP|military,navy|Iran||||||||Iran Navy Incident||||Former President Trump announced a significant military action involving the destruction of 42 Iranian navy ships over three days.|3.0|The tweet conveys a military development without expressing a clear positive or negative sentiment, making it neutral overall. It reflects current geopolitical tensions but does not indicate investor sentiment.|
2026-03-07|07:51:43|*IRAN SAYS IT'S 'AWAITING' US NAVAL ESCORTS FOR SHIPS: TASNIM  *IRAN SAYS US SHOULD RECALL RECENT TARGETING OF TANKERS: TASNIM|1509|||||Iran,United States|awaiting naval escorts,targeting of tankers|||||||naval escorts,tanker targeting|Tasnim|||Iran is currently waiting for US naval escorts for its ships and has called on the US to reconsider its recent actions regarding tanker targeting, as reported by Tasnim.|1.0|The tone of the tweet indicates tension and underscores a negative diplomatic stance, leading to a bearish sentiment regarding geopolitical stability in the region.|
2026-03-07|07:53:43|IRAN CHALLENGES U.S. IN STRAIT OF HORMUZ  Iran says it “welcomes” U.S. plans to escort oil tankers through the Strait of Hormuz and is waiting for them  according to the semi-official Tasnim agency citing a military spokesman.  He warned Washington to remember past incidents — including the 1987 attack by Iran’s Revolutionary Guards on the supertanker Bridgeton  which was sailing under U.S. protection in the Persian Gulf — as well as more recent tanker strikes.|1510||||oil,military|Iran,United States|U.S. plans to escort oil tankers,Strait of Hormuz confrontation||||oil|||tensions in Strait of Hormuz,U.S.-Iran relations|Tasnim agency|||Iran has responded to U.S. plans to escort oil tankers through the Strait of Hormuz with a warning, referencing previous confrontations including a notable attack on a supertanker. The statement emphasizes ongoing geopolitical tensions in the region.|1.0|The tone of the tweet indicates a warning from Iran, reflecting a bearish sentiment regarding U.S.-Iran relations and potential future conflicts in a critical oil passage.|
2026-03-07|07:56:43|*TRUMP: WE MAY GO TO $1.5T IN MILITARY BUDGET|1511|||TRUMP|Military|||military budget|||||||||$1.5T|Trump suggests potentially increasing the military budget to $1.5 trillion, indicating a significant shift in defense spending policy.|3.0|The statement reflects a government initiative that could stimulate defense sector growth, but it's uncertain. Thus, the sentiment is neutral as it may have mixed implications for the market.|
2026-03-07|07:56:44|TRUMP: I'M THE ONE THAT ENDED EIGHT WARS|1512|||TRUMP||||||||||EIGHT WARS||||Trump claims responsibility for ending eight wars, highlighting his influence on geopolitical matters.|3.0|The statement is neutral, reflecting a historical claim without a clear positive or negative implication about current market conditions or policies.|
2026-03-07|07:57:45|IRANIAN MILITARY SPOKESPERSON SAYS ENEMY SHIPS ENTERING THE GULF 'WILL END UP AT THE BOTTOM' OF THE WATERWAY- STATE MEDIA|1513|||||Iran|military statement|||||||Gulf tensions|state media|||An Iranian military spokesperson warned that ships entering the Gulf will face severe consequences, asserting they 'will end up at the bottom' of the waterway, as reported by state media.|1.0|The statement reflects growing geopolitical tensions, indicating a bearish sentiment for shipping and military stability in the Gulf region.|
2026-03-07|08:07:44|TRUMP: THIS WEEK WE'VE FORMALLY RECOGNIZED THE VENEZUELAN GOVERNMENT  WILL FACILITATE THE SALE OF VENEZUELAN GOLD|1514|||TRUMP|commodities|Venezuela|recognition of government,sale of gold||||gold|||||||Trump announced the formal recognition of the Venezuelan government, which will facilitate the sale of Venezuelan gold, potentially impacting the commodities market.|3.0|The announcement is neutral as it reflects a governmental recognition without immediate positive or negative implications for the market.|
2026-03-07|08:08:45|TRUMP: CUBA IS AT THE END OF THE LINE|1515|||TRUMP||CUBA||||||||||||Trump comments on Cuba, suggesting the country is approaching a critical point or situation.|2.5|The statement is vague and does not provide positive or negative information about Cuba's economic or political situation, thus landing it at a neutral sentiment.|
2026-03-07|08:08:46|TRUMP: I WOULD THINK A DEAL WOULD BE MADE VERY EASILY WITH CUBA... IT'S IN ITS LAST MOMENTS OF LIFE.  BUT OUR FOCUS RIGHT NOW IS ON IRAN|1516|||TRUMP|politics,international relations|Cuba,Iran|deal negotiation|||||||Cuba US relations,Iran US relations||||Trump believes a deal with Cuba could be reached easily, but emphasizes that the current focus is on Iran as negotiations proceed.|3.0|The tweet conveys a neutral stance by indicating potential for a deal with Cuba while prioritizing Iran, suggesting cautious optimism without strong bullish or bearish sentiments.|
2026-03-07|08:38:44|IRAN REVOLUTIONARY GUARDS TARGET U.S. FORCES IN BAHRAIN'S JUFAIR BASE IN RETALIATION FOR US STRIKE ON DESALINATION PLANT ON IRAN'S QESHM ISLAND - IRANIAN STATE MEDIA|1517||||military,defense|Iran,United States,Bahrain|retaliation,military strike|||||||US-Iran relations|Iranian state media|||The Iranian Revolutionary Guards have initiated a military retaliation against U.S. forces stationed at Bahrain's Jufair base following a U.S. strike on Iran's desalination plant located on Qeshm Island, according to Iranian state media.|1.0|The tweet reflects a bearish sentiment due to escalating military tensions between Iran and the U.S., indicating potential instability in the region.|
